i,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
0,K00001,11446443,K00001.01,Kepler-1 b,CONFIRMED,2.470613385,1.90E-08,-1.90E-08,2454955.763,6.20E-06,-6.20E-06,0.8186,0.0003,-0.0006,1.74259,0.00089,-0.00089,,,,14186.4,46.7,-46.7,0.123851,2.50E-05,-7.60E-05,1.83176,0.00684,-0.00441,12.85,0.27,-0.27,0.035,,,1344,,,772.22,60.74,-57.15,8.3922,0.0313,-0.0313,7825.785,6802,1,,5850,50,-50,4.455,0.025,-0.025,-0.15,0.1,-0.1,0.95,0.02,-0.02,0.94,0.05,-0.05,,,,stellar_q1_q16,11.338,10.232,9.92,9.846,FALSE,5818.8,60,-60,4.4,0.1,-0.1,0.012,0.04,-0.04,1.3,1,-1,5815,66,-65,4.39,0.078,-0.091,0.013,0.041,-0.04,1.061,0.12481702,-0.087608723,1.014,0.034572799,-0.034572799,5.623413252,2.041346208,-2.923772861,9.75,0.13449853,-0.318694083,4.68,0.43,-0.49,14.31736426,1.419266443,-1.419266443,0.03595148,0.000595533,-0.000595533,890.7128534,184.8762155,-184.8762155,1392.188224,71.75832997,-71.75832997
1,K00002,10666592,K00002.01,Kepler-2 b,CONFIRMED,2.204735365,3.80E-08,-3.80E-08,2454954.359,1.43E-05,-1.43E-05,0.001,0.0111,-0.001,3.88216,0.00044,-0.00044,,,,6690.6,1.3,-1.3,0.075408,8.00E-06,-7.00E-06,0.40593,6.00E-05,-0.00027,16.39,0.15,-0.14,0.0381,,,2025,,,3973.7,279.95,-264.48,4.707268,0.0007,-0.0007,3946.296,6714.5,1,,6350,80,-80,4.021,0.011,-0.011,0.26,0.08,-0.08,1.991,0.018,-0.018,1.52,0.036,-0.036,,,,stellar_q1_q16,10.463,9.555,9.344,9.334,FALSE,6448.7,60,-60,4.134,0.1,-0.1,0.203,0.04,-0.04,5.2,1,-1,6447,65,-64,4.15,0.11,-0.11,0.192,0.041,-0.043,1.63,0.271960953,-0.222402248,1.374,0.094101809,-0.068732455,2.264644308,0.380486666,-0.543922191,9.355,0.067447181,-0.119289259,3.63,0.56,-0.51,13.40536889,2.018515231,-2.018515231,0.036880127,0.000726648,-0.000726648,3029.593093,931.186264,-931.186264,1890.643307,146.140168,-146.140168
2,K00003,10748390,K00003.01,Kepler-3 b,CONFIRMED,4.887802706,1.77E-07,-1.77E-07,2454957.813,2.79E-05,-2.79E-05,0.026,0.0486,-0.026,2.36386,0.00113,-0.00113,,,,4342.1,2.2,-2.2,0.057989,4.90E-05,-3.30E-05,3.70008,0.01139,-0.02911,4.84,0.19,-0.14,0.053,,,801,,,97.1,16.17,-12.29,16.7184,0.0515,-0.0515,2375.858,2207.8,1,,4777,93,-91,4.59,0.011,-0.041,0.32,0.1,-0.14,0.765,0.03,-0.022,0.829,0.024,-0.053,,,,stellar_q1_q16,9.174,7.608,7.131,7.009,FALSE,4864.3,60,-60,4.498,0.1,-0.1,0.327,0.04,-0.04,3.2,1,-1,4867,66,-65,4.541,0.039,-0.034,0.309,0.042,-0.043,0.807,0.033188848,-0.031456313,0.827,0.029976184,-0.026731472,9.332543008,4.260554669,-5.521532769,9.97,0.163318438,-0.388959884,25.3,1.1,-1.1,5.111454548,0.410257385,-0.410257385,0.052951957,0.000882562,-0.000882562,116.9077855,20.09441076,-20.09441076,837.9621158,35.98175191,-35.98175191
3,K00006,3248033,K00006.01,,FALSE POSITIVE,1.334104268,7.07E-07,-7.07E-07,2454966.702,0.00042,-0.00042,1.2741,0.1042,-0.2177,3.0142,0.0218,-0.0218,,,,444.2,3.1,-3.1,0.294016,0.103683,-0.209459,0.03526,0.00699,-0.00941,50.73,13.32,-10.92,0.025,,,2166,,,5207.55,3668.21,-2267.49,1.491,0.296,-0.296,49.141636,192.7,1,,6178,104,-133,4.106,0.175,-0.152,0,0.12,-0.14,1.58,0.415,-0.34,1.16,0.162,-0.114,,,,stellar_q1_q16,12.161,11.259,11.02,10.995,TRUE,6348.1,60,-60,4.357,0.1,-0.1,0.044,0.04,-0.04,11.8,1,-1,6344,65,-67,4.323,0.06,-0.084,0.041,0.042,-0.042,1.261,0.144222219,-0.089621696,1.225,0.041100487,-0.038733061,1.9498446,0.954318663,-1.153611705,9.29,0.173021027,-0.388959884,2.19,0.17,-0.22,39.72723019,21.96601442,-21.96601442,0.025382823,0.000427011,-0.000427011,3595.445148,694.1558936,-694.1558936,1973.338972,95.17989711,-95.17989711
4,K00007,11853905,K00007.01,Kepler-4 b,CONFIRMED,3.213668628,1.12E-06,-1.12E-06,2454956.612,0.00028,-0.00028,0.0189,0.1978,-0.0188,3.99355,0.00945,-0.00945,,,,727.7,2.6,-2.6,0.024735,0.000141,-7.60E-05,0.46381,0.00018,-0.0571,4.14,0.11,-0.11,0.0439,,,1507,,,1218.92,133.27,-122.39,6.32647,0.00246,-0.00246,311.06277,328.5,1,,5781,76,-76,4.105,0.01,-0.01,0.09,0.101,-0.101,1.533,0.04,-0.04,1.092,0.073,-0.073,,,,stellar_q1_q16,12.211,11.122,10.836,10.805,FALSE,5826.9,60,-60,4.089,0.1,-0.1,0.177,0.04,-0.04,2.8,1,-1,5833,60,-67,4.117,0.106,-0.096,0.171,0.041,-0.042,1.53,0.241942886,-0.202327359,1.119,0.1014981,-0.05937899,6.486344335,1.431511899,-1.63194095,9.812,0.086607612,-0.125864138,2.08,0.32,-0.28,4.125349954,0.596032176,-0.596032176,0.044246997,0.001074678,-0.001074678,1233.844672,367.3357361,-367.3357361,1510.353647,112.8898797,-112.8898797
5,K00008,5903312,K00008.01,,FALSE POSITIVE,1.160153243,4.27E-07,-4.27E-07,2454954.704,0.000369,-0.000369,0.7843,0.0178,-0.5569,1.4127,0.025,-0.025,,,,368.7,19.3,-19.3,0.018559,0.000246,-0.001678,1.01855,2.56372,-0.17903,2,0.38,-0.16,0.0213,,,1752,,,2229.29,1175.88,-491.07,4.17,1.7,-1.7,43.115734,201,1,,5842,112,-118,4.433,0.062,-0.156,-0.1,0.14,-0.16,0.985,0.187,-0.079,0.959,0.062,-0.069,,,,stellar_q1_q16,12.45,11.371,11.092,11.04,TRUE,5891.1,60,-60,4.535,0.1,-0.1,-0.066,0.04,-0.04,3,1,-1,5883,67,-64,4.46,0.044,-0.065,-0.063,0.042,-0.043,0.985,0.073682359,-0.052811836,1.017,0.035421965,-0.035421965,2.951209227,2.315747593,-1.950373648,9.47,0.251559758,-0.469637264,2.89,0.17,-0.2,1.993085535,0.191473491,-0.191473491,0.021740911,0.000361341,-0.000361341,2211.175946,378.3227509,-378.3227509,1747.50872,74.04775436,-74.04775436
6,K00010,6922244,K00010.01,Kepler-8 b,CONFIRMED,3.522498573,1.94E-07,-1.94E-07,2454954.119,4.64E-05,-4.64E-05,0.6141,0.0061,-0.0094,3.19061,0.00633,-0.00633,,,,9379.3,6.6,-6.6,0.093582,0.000117,-0.000198,0.68914,0.0184,-0.01254,14.83,1.19,-1.32,0.0473,,,1521,,,1264.67,323.37,-317.46,7.675,0.205,-0.205,1792.6439,1801.5,1,,6225,114,-158,4.169,0.055,-0.048,-0.04,0.12,-0.16,1.451,0.117,-0.129,1.132,0.088,-0.098,,,,stellar_q1_q16,13.563,12.576,12.324,12.293,FALSE,6181.3,60,-60,4.238,0.1,-0.1,-0.084,0.04,-0.04,10.2,1,-1,6179,68,-63,4.254,0.09,-0.107,-0.073,0.046,-0.045,1.31,0.221554598,-0.142430474,1.128,0.072594446,-0.045923345,3.990249024,0.822761208,-0.92566413,9.601,0.081416785,-0.114628343,1.19,0.14,-0.17,13.3928423,1.848297396,-1.848297396,0.047200656,0.000822173,-0.000822173,1008.984582,285.7976277,-285.7976277,1436.265269,101.5109725,-101.5109725
7,K00017,10874614,K00017.01,Kepler-6 b,CONFIRMED,3.234699312,1.13E-07,-1.13E-07,2454954.487,2.77E-05,-2.77E-05,0.0008,0.0181,-0.0008,3.60111,0.00091,-0.00091,,,,10814.1,4,-4,0.095137,2.00E-05,-1.80E-05,0.77551,0.00039,-0.00113,13.41,0.97,-1.03,0.0435,,,1355,,,797.62,185.14,-169.15,7.54164,0.00379,-0.00379,3100.344,3344.9,1,,5640,99,-110,4.236,0.049,-0.047,0.34,0.1,-0.16,1.291,0.093,-0.099,1.047,0.079,-0.075,,,,stellar_q1_q16,13.303,12.001,11.706,11.634,FALSE,5659.8,60,-60,4.153,0.1,-0.1,0.359,0.04,-0.04,2.6,1,-1,5667,58,-63,4.165,0.1,-0.099,0.339,0.041,-0.04,1.45,0.221903132,-0.182321145,1.114,0.097577653,-0.062132104,6.714288529,1.720629829,-1.689290891,9.827,0.099080883,-0.125864138,1.53,0.22,-0.21,15.04314317,2.103315956,-2.103315956,0.044398449,0.001057678,-0.001057678,978.501477,284.1665231,-284.1665231,1425.292164,103.0515393,-103.0515393
8,K00018,8191672,K00018.01,Kepler-5 b,CONFIRMED,3.548465405,1.96E-07,-1.96E-07,2454955.901,4.59E-05,-4.59E-05,0.0003,0.0211,-0.0003,4.57705,0.00133,-0.00133,,,,7451.9,3.6,-3.6,0.080126,2.20E-05,-2.00E-05,0.39897,0.00033,-0.00057,15.28,1.18,-1.28,0.05,,,1640,,,1708.28,410.12,-380.13,6.42769,0.00532,-0.00532,2373.4998,2442.4,1,,6290,105,-120,4.074,0.045,-0.054,0.04,0.1,-0.16,1.746,0.135,-0.146,1.319,0.09,-0.135,,,,stellar_q1_q16,13.369,12.115,11.863,11.769,FALSE,6331.9,60,-60,4.121,0.1,-0.1,0.022,0.04,-0.04,4.4,1,-1,6333,67,-69,4.15,0.1,-0.11,0.025,0.041,-0.039,1.59,0.2818,-0.212394068,1.294,0.091726629,-0.073693788,2.944421634,0.430415946,-0.457565117,9.469,0.059252876,-0.073349271,1.22,0.18,-0.18,13.93840898,2.194129269,-2.194129269,0.049667855,0.001063157,-0.001063157,1483.296079,478.2922682,-478.2922682,1581.504702,127.993235,-127.993235
9,K00020,11804465,K00020.01,Kepler-12 b,CONFIRMED,4.43796303,1.67E-07,-1.67E-07,2455004.009,2.81E-05,-2.81E-05,0,0.0139,0,4.70104,0.00092,-0.00092,,,,16721.1,5.2,-5.2,0.117936,1.60E-05,-2.30E-05,0.50824,0.0002,-0.0005,18.22,3.93,-3.13,0.0545,,,1338,,,757.65,442.92,-279.52,8.08834,0.00318,-0.00318,3401.3093,3953.1,1,,5953,105,-123,4.175,0.14,-0.131,0.08,0.13,-0.14,1.415,0.305,-0.243,1.093,0.128,-0.091,,,,stellar_q1_q16,13.438,12.406,12.107,12.066,FALSE,5926.5,60,-60,4.014,0.1,-0.1,0.033,0.04,-0.04,1.7,1,-1,5927,65,-65,4.05,0.105,-0.098,0.032,0.042,-0.041,1.67,0.262136529,-0.22252092,1.14,0.089937979,-0.0576961,5.942921586,1.155824889,-1.290563045,9.774,0.077181666,-0.106326823,1.06,0.16,-0.14,21.40900922,3.130341019,-3.130341019,0.055255037,0.001189717,-0.001189717,1004.271661,302.3853939,-302.3853939,1434.585139,107.3356849,-107.3356849
10,K00022,9631995,K00022.01,Kepler-422 b,CONFIRMED,7.891448474,4.70E-07,-4.70E-07,2455010.25,4.66E-05,-4.66E-05,0.2002,0.0425,-0.0499,4.30403,0.00702,-0.00702,,,,10612.6,6.4,-6.4,0.093941,0.000138,-0.000243,1.04134,0.03357,-0.02312,12.24,2.45,-1.52,0.0796,,,1000,,,235.93,126.61,-70.93,15.078,0.486,-0.486,1977.3019,2148.2,1,,5853,95,-134,4.318,0.101,-0.142,0.2,0.1,-0.16,1.193,0.239,-0.148,1.08,0.077,-0.085,,,,stellar_q1_q16,13.435,12.357,12.126,12.041,FALSE,5891.2,60,-60,4.21,0.1,-0.1,0.21,0.04,-0.04,1.9,1,-1,5885,61,-58,4.21,0.104,-0.098,0.198,0.04,-0.04,1.38,0.211805949,-0.182103707,1.13,0.085057392,-0.055783152,5.296634439,1.441623386,-1.080275512,9.724,0.104547624,-0.099062426,1.3,0.19,-0.17,14.20209479,2.016837238,-2.016837238,0.080836289,0.001693758,-0.001693758,316.0171549,92.85565793,-92.85565793,1074.462322,78.83970233,-78.83970233
11,K00041,6521045,K00041.01,Kepler-100 c,CONFIRMED,12.81588378,1.84E-05,-1.84E-05,2454955.948,0.0011,-0.0011,0.5891,0.0307,-0.4634,6.3728,0.0413,-0.0413,,,,218.1,2,-2,0.014026,7.90E-05,-0.000601,0.2361,0.17779,-0.02243,2.28,0.06,-0.05,0.11,,,946,,,189.05,19.38,-17.88,12.7,4.8,-4.8,69.08899,110.3,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,FALSE,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993802,-0.202388241,1.107,0.088804164,-0.054682535,6.714288529,1.290425356,-1.513415326,9.827,0.076345813,-0.110923734,3.32,0.49,-0.45,2.374373811,0.344681735,-0.344681735,0.110943998,0.002406537,-0.002406537,205.7417513,61.01172669,-61.01172669,965.1484869,71.35233757,-71.35233757
12,K00041,6521045,K00041.02,Kepler-100 b,CONFIRMED,6.88706037,2.04E-05,-2.04E-05,2454966.178,0.00239,-0.00239,0.5134,0.0017,-0.482,4.4276,0.0728,-0.0728,,,,73.9,1.8,-1.8,0.008062,0.001336,-0.000227,0.44013,0.28288,-0.00436,1.31,0.03,-0.03,0.0727,,,1163,,,432.81,44.37,-40.95,10.33,3.3,-3.3,28.842234,47.9,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,FALSE,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993802,-0.202388241,1.107,0.088804164,-0.054682535,6.714288529,1.290425356,-1.513415326,9.827,0.076345813,-0.110923734,3.32,0.49,-0.45,1.354992225,0.235962174,-0.235962174,0.073337884,0.00159987,-0.00159987,470.4547334,139.4423037,-139.4423037,1186.842219,88.2376661,-88.2376661
13,K00041,6521045,K00041.03,Kepler-100 d,CONFIRMED,35.3330866,0.0002155,-0.0002155,2454986.983,0.00481,-0.00481,0.5942,0.367,-0.3598,5.904,0.131,-0.131,,,,93.8,3.3,-3.3,0.009209,0.002335,-0.000349,0.78634,0.54499,-0.7508,1.5,0.03,-0.04,0.2163,,,674,,,48.89,5.02,-4.62,37.3,12.9,-12.9,17.674736,30.2,3,,5825,75,-75,4.125,0.009,-0.009,0.02,0.101,-0.101,1.49,0.035,-0.035,1.08,0.063,-0.063,,,,stellar_q1_q16,11.197,10.081,9.804,9.768,FALSE,5854.4,60,-60,4.073,0.1,-0.1,0.102,0.04,-0.04,2.7,1,-1,5857,63,-66,4.103,0.104,-0.096,0.098,0.043,-0.042,1.55,0.241993802,-0.202388241,1.107,0.088804164,-0.054682535,6.714288529,1.290425356,-1.513415326,9.827,0.076345813,-0.110923734,3.32,0.49,-0.45,1.540306858,0.31825125,-0.31825125,0.218115231,0.004701862,-0.004701862,53.07962644,15.70840912,-15.70840912,687.85277,50.85931091,-50.85931091
14,K00042,8866102,K00042.01,Kepler-410 A b,CONFIRMED,17.83368211,1.15E-05,-1.15E-05,2455014.234,0.000493,-0.000493,0.0048,0.2659,-0.0047,4.5403,0.0166,-0.0166,,,,327.9,2,-2,0.016639,0.000152,-4.30E-05,1.68951,0.01905,-0.19669,2.47,0.04,-0.03,0.1436,,,859,,,128.66,9.81,-9.21,30.511,0.344,-0.344,130.82825,185.6,1,,6325,75,-75,4.264,0.006,-0.006,0.01,0.101,-0.101,1.361,0.018,-0.018,1.242,0.045,-0.045,,,,stellar_q1_q16,9.364,8.417,8.191,8.14,FALSE,6305.6,60,-60,4.281,0.1,-0.1,-0.005,0.04,-0.04,13,1,-1,6301,67,-68,4.282,0.08,-0.093,-0.004,0.041,-0.042,1.31,0.181896784,-0.12282687,1.203,0.055487689,-0.044976478,2.818382931,0.635924261,-1.181402761,9.45,0.088360957,-0.235956581,7.93,0.82,-0.95,2.380098093,0.278330776,-0.278330776,0.1421758,0.00236803,-0.00236803,120.1225522,29.04863244,-29.04863244,843.6642839,50.87622884,-50.87622884
15,K00046,10905239,K00046.01,Kepler-101 b,CONFIRMED,3.487689428,1.13E-06,-1.13E-06,2455003.932,0.000262,-0.000262,0.0356,0.1742,-0.0356,3.84268,0.00966,-0.00966,,,,1340,4.4,-4.4,0.033018,0.000203,-7.50E-05,0.57645,0.00343,-0.04204,4.36,1.01,-0.55,0.0468,,,1291,,,656.81,402.75,-205.16,7.1833,0.0427,-0.0427,328.54794,339.8,2,,5761,85,-150,4.325,0.094,-0.165,0.48,0.08,-0.18,1.208,0.282,-0.152,1.125,0.088,-0.104,,,,stellar_q1_q16,13.77,12.403,12.112,12.011,FALSE,5660.6,60,-60,4.068,0.1,-0.1,0.392,0.04,-0.04,2.5,1,-1,5664,55,-61,4.103,0.093,-0.081,0.369,0.041,-0.042,1.58,0.212364215,-0.192609865,1.156,0.116320825,-0.074669501,6.237348355,1.680957654,-1.579425147,9.795,0.103632281,-0.126807676,1.18,0.17,-0.14,5.698300506,0.738679517,-0.738679517,0.047279558,0.001321072,-0.001321072,1030.563356,279.3702998,-279.3702998,1443.883654,97.81756863,-97.81756863
16,K00046,10905239,K00046.02,Kepler-101 c,CONFIRMED,6.02979518,7.05E-05,-7.05E-05,2454965.482,0.00886,-0.00886,0.4143,0.0422,-0.4142,3.91,0.255,-0.255,,,,55.5,5.4,-5.4,0.006862,0.000255,-0.000539,0.66141,0.39846,-0.18209,0.91,0.21,-0.12,0.0675,,,1075,,,315.74,193.6,-98.63,10.83,3.3,-3.3,10.283713,11.5,2,,5761,85,-150,4.325,0.094,-0.165,0.48,0.08,-0.18,1.208,0.282,-0.152,1.125,0.088,-0.104,,,,stellar_q1_q16,13.77,12.403,12.112,12.011,FALSE,5660.6,60,-60,4.068,0.1,-0.1,0.392,0.04,-0.04,2.5,1,-1,5664,55,-61,4.103,0.093,-0.081,0.369,0.041,-0.042,1.58,0.212364215,-0.192609865,1.156,0.116320825,-0.074669501,6.237348355,1.680957654,-1.579425147,9.795,0.103632281,-0.126807676,1.18,0.17,-0.14,1.180822843,0.165451172,-0.165451172,0.068093867,0.001883617,-0.001883617,497.0535868,132.2305874,-132.2305874,1203.273436,79.68091013,-79.68091013
17,K00049,9527334,K00049.01,Kepler-461 b,CONFIRMED,8.313783059,7.66E-06,-7.66E-06,2455008.992,0.000754,-0.000754,0.05,0.2875,-0.05,2.9927,0.0245,-0.0245,,,,810.3,8.6,-8.6,0.025915,0.000346,-0.00029,2.81785,0.10228,-0.47989,2.69,0.45,-0.11,0.0821,,,886,,,145.51,67.36,-22.95,21.755,0.79,-0.79,93.3027,118.6,1,,5900,106,-125,4.509,0.019,-0.136,0.07,0.11,-0.13,0.951,0.159,-0.04,1.065,0.047,-0.071,,,,stellar_q1_q16,13.704,12.253,11.969,11.917,FALSE,5779.4,60,-60,4.338,0.1,-0.1,-0.064,0.04,-0.04,7.7,1,-1,5782,65,-66,4.362,0.071,-0.092,-0.056,0.046,-0.045,1.076,0.136704464,-0.08768187,0.978,0.03922491,-0.035813316,7.079457844,1.442957491,-2.053089582,9.85,0.080562695,-0.148745696,1.79,0.16,-0.2,3.045440793,0.319856592,-0.319856592,0.079716462,0.001329521,-0.001329521,182.2208824,39.63753555,-39.63753555,936.2957725,50.59224194,-50.59224194
18,K00063,11554435,K00063.01,Kepler-63 b,CONFIRMED,9.434151089,2.05E-06,-2.05E-06,2455010.843,0.000167,-0.000167,0.3603,0.0357,-0.2744,2.7795,0.0142,-0.0142,,,,4024.3,11.6,-11.6,0.058246,0.001342,-0.000696,3.65416,0.81647,-0.02373,5.57,0.75,-0.17,0.0873,,,789,,,91.83,34.57,-12.27,25.81,5.8,-5.8,689.7444,472.2,1,,5650,98,-113,4.551,0.011,-0.108,0.07,0.14,-0.13,0.876,0.117,-0.027,0.993,0.033,-0.063,,,,stellar_q1_q16,11.582,10.399,10.096,9.997,FALSE,5672.9,60,-60,4.678,0.1,-0.1,0.246,0.04,-0.04,4.8,1,-1,5660,64,-63,4.492,0.027,-0.046,0.225,0.041,-0.04,0.957,0.052605509,-0.039017171,1.031,0.034773329,-0.03397329,1.905460718,2.271240178,-1.259266994,9.28,0.340833375,-0.469637264,4.91,0.22,-0.26,6.088295098,0.494944906,-0.494944906,0.088322675,0.001477458,-0.001477458,108.9950025,18.26029545,-18.26029545,823.4081714,34.48627583,-34.48627583
19,K00064,7051180,K00064.01,,NOT DISPOSITIONED,1.95108234,1.01E-06,-1.01E-06,2454990.543,0.000422,-0.000422,0.9167,0.0202,-0.6475,1.689,0.0809,-0.0809,,,,1157.5,14.3,-14.3,0.038669,0.001483,-0.006225,0.42763,3.95862,-0.1216,10.29,0.3,-0.3,0.0331,,,2007,,,3833.73,464.73,-423.18,4.41,2.2,-2.2,266.94406,114,1,,5302,75,-75,3.767,0.011,-0.011,0,0.101,-0.101,2.437,0.072,-0.072,1.262,0.089,-0.089,,,,stellar_q1_q16,13.143,11.759,11.324,11.23,FALSE,5356.9,60,-60,3.86,0.1,-0.1,0.094,0.04,-0.04,2,1,-1,5354,64,-66,3.879,0.085,-0.086,0.09,0.038,-0.043,1.99,0.319532471,-0.311770749,1.083,0.066619484,-0.072319815,8.356030182,2.479558337,-1.80080449,9.922,0.112852504,-0.105412351,1.39,0.19,-0.15,8.323804746,1.572617841,-1.572617841,0.031393809,0.000672011,-0.000672011,2952.130758,975.0027326,-975.0027326,1878.440415,154.739916,-154.739916
20,K00069,3544595,K00069.01,Kepler-93 b,CONFIRMED,4.726739475,1.49E-06,-1.49E-06,2454967.927,0.000262,-0.000262,0.682,0.0167,-0.4722,2.9269,0.013,-0.013,,,,266.4,1.1,-1.1,0.015858,0.000197,-0.000809,0.68631,0.71972,-0.15221,1.59,0.04,-0.03,0.0533,,,1039,,,275.99,27.67,-25.56,9.32,3.3,-3.3,248.16423,285.5,1,,5669,75,-75,4.466,0.01,-0.01,-0.18,0.101,-0.101,0.921,0.02,-0.02,0.909,0.057,-0.057,,,,stellar_q1_q16,9.931,8.771,8.446,8.37,FALSE,5593.6,60,-60,4.414,0.1,-0.1,-0.092,0.04,-0.04,0,1,-1,5594,66,-65,4.427,0.068,-0.074,-0.087,0.044,-0.043,0.962,0.089102063,-0.067787739,0.908,0.032538986,-0.031714123,8.336811846,2.314007776,-3.483539125,9.921,0.10638303,-0.234965304,10.43,0.81,-0.88,1.666790164,0.145377846,-0.145377846,0.053406478,0.000890527,-0.000890527,285.7724507,49.15385604,-49.15385604,1047.776408,45.07756716,-45.07756716
21,K00070,6850504,K00070.01,Kepler-20 c,CONFIRMED,10.85409784,4.40E-06,-4.40E-06,2454971.608,0.000332,-0.000332,0.4384,0.0097,-0.4058,3.7747,0.0206,-0.0206,,,,1051,4.1,-4.1,0.029956,0.001821,-0.000609,1.38033,0.37992,-0.77306,3.03,0.53,-0.24,0.0919,,,765,,,80.88,40.3,-16.96,20.49,5.6,-5.6,195.4274,279.8,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,FALSE,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.090023555,-0.061977741,0.934,0.03365921,-0.03365921,7.413102413,3.878584177,-4.092363112,9.87,0.182758815,-0.348765218,3.37,0.24,-0.29,3.100989243,0.277415784,-0.277415784,0.093813705,0.00156414,-0.00156414,84.44190502,14.36512859,-14.36512859,772.5080819,32.85892162,-32.85892162
22,K00070,6850504,K00070.02,Kepler-20 b,CONFIRMED,3.696119675,2.31E-06,-2.31E-06,2454967.502,0.000523,-0.000523,0.8424,0.0077,-0.5999,2.5474,0.0403,-0.0403,,,,396.7,3,-3,0.020874,0.001408,-0.002266,0.37253,1.35869,-0.06485,2.11,0.37,-0.17,0.0448,,,1095,,,340.33,169.57,-71.36,6.46,2.9,-2.9,104.65924,145.1,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,FALSE,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.090023555,-0.061977741,0.934,0.03365921,-0.03365921,7.413102413,3.878584177,-4.092363112,9.87,0.182758815,-0.348765218,3.37,0.24,-0.29,2.157165589,0.256781336,-0.256781336,0.045758498,0.000772052,-0.000772052,355.3528324,60.25054679,-60.25054679,1106.441537,46.69279758,-46.69279758
