i,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
1049,K01818,7870032,K01818.01,Kepler-961 b,CONFIRMED,16.87727414,2.87E-05,-2.87E-05,2454971.648,0.00141,-0.00141,0.0703,0.2919,-0.0702,3.7835,0.0424,-0.0424,,,,833.6,14.2,-14.2,0.026217,0.000542,-0.000259,2.82159,0.13098,-0.55703,3.19,1.19,-0.5,0.128,,,752,,,75.52,83.03,-27.68,34.89,1.6,-1.6,50.369915,68.4,1,,5780,,,4.438,,,,,,1,,,1,,,,,,Solar,14.101,12.859,12.564,12.482,FALSE,5560.1,60,-60,4.637,0.1,-0.1,0.05,0.04,-0.04,2.4,1,-1,5552,63,-66,4.514,0.034,-0.055,0.046,0.042,-0.041,0.897,0.05406333,-0.037561198,0.953,0.031436978,-0.033871575,3.388441561,3.54609426,-2.341568727,9.53,0.311017396,-0.51010607,1.687,0.078,-0.097,2.565163154,0.209037282,-0.209037282,0.126829174,0.002126089,-0.002126089,42.78224728,7.278201628,-7.278201628,651.7475759,27.58345287,-27.58345287
1050,K01819,9597058,K01819.01,Kepler-962 b,CONFIRMED,12.05707239,1.59E-05,-1.59E-05,2454968.415,0.001,-0.001,0.3058,0.282,-0.2374,2.2598,0.0475,-0.0475,,,,519.8,10.6,-10.6,0.02092,0.00063,-0.000567,8.14697,1.27581,-3.25341,1.59,0.29,-0.11,0.0933,,,652,,,42.6,24.93,-9.6,39.71,6.2,-6.2,47.346806,48.4,1,,5408,169,-146,4.624,0.034,-0.106,-0.58,0.36,-0.3,0.696,0.128,-0.049,0.743,0.094,-0.062,,,,stellar_q1_q16,13.576,12.331,11.962,11.904,FALSE,5450.2,60,-60,4.679,0.1,-0.1,0.049,0.04,-0.04,3.3,1,-1,5443,65,-64,4.534,0.03,-0.052,0.044,0.043,-0.041,0.864,0.047271539,-0.032902863,0.926,0.030314854,-0.032741264,3.311311215,3.782667952,-2.334910566,9.52,0.330889909,-0.530371941,2.311,0.099,-0.12,1.974410131,0.168824019,-0.168824019,0.100373369,0.001664,-0.001664,58.68485347,10.16601216,-10.16601216,705.3343461,30.33158778,-30.33158778
1051,K01820,8277797,K01820.01,Kepler-322 c,CONFIRMED,4.337224039,5.64E-06,-5.64E-06,2454965.851,0.00105,-0.00105,0.1418,0.2759,-0.1417,2.471,0.0309,-0.0309,,,,375.6,6.7,-6.7,0.017613,0.000462,-0.000208,2.48833,0.13859,-0.70769,1.59,1.79,-0.2,0.0471,,,1016,,,251.75,1041.1,-81.35,13.526,0.753,-0.753,54.822975,62.5,2,,5496,177,-157,4.471,0.107,-0.61,-0.46,0.38,-0.28,0.827,0.932,-0.106,0.738,0.179,-0.045,,,,stellar_q1_q16,13.53,12.246,11.867,11.837,FALSE,5413.8,60,-60,4.646,0.1,-0.1,0.125,0.04,-0.04,2.5,1,-1,5407,65,-64,4.528,0.032,-0.055,0.115,0.043,-0.042,0.871,0.050124409,-0.033829815,0.928,0.031136371,-0.034430707,3.801893963,4.15880292,-2.654365104,9.58,0.320951088,-0.520236384,2.37,0.1,-0.13,1.674090865,0.138334777,-0.138334777,0.050801936,0.000841603,-0.000841603,225.9026628,38.48599311,-38.48599311,987.9702417,42.03534243,-42.03534243
1052,K01820,8277797,K01820.02,Kepler-322 b,CONFIRMED,1.653893465,4.03E-06,-4.03E-06,2454965.188,0.00208,-0.00208,0.2852,0.1774,-0.2852,1.684,0.0605,-0.0605,,,,135.2,5.3,-5.3,0.010657,0.000355,-0.000349,2.6926,0.77479,-0.67991,0.96,1.09,-0.12,0.0247,,,1403,,,915.4,3785.67,-295.78,7.3,2.1,-2.1,26.127739,30.3,2,,5496,177,-157,4.471,0.107,-0.61,-0.46,0.38,-0.28,0.827,0.932,-0.106,0.738,0.179,-0.045,,,,stellar_q1_q16,13.53,12.246,11.867,11.837,FALSE,5413.8,60,-60,4.646,0.1,-0.1,0.125,0.04,-0.04,2.5,1,-1,5407,65,-64,4.528,0.032,-0.055,0.115,0.043,-0.042,0.871,0.050124409,-0.033829815,0.928,0.031136371,-0.034430707,3.801893963,4.15880292,-2.654365104,9.58,0.320951088,-0.520236384,2.37,0.1,-0.13,1.014045651,0.088101542,-0.088101542,0.026708669,0.00044993,-0.00044993,819.8943671,139.6186349,-139.6186349,1363.650267,57.93277468,-57.93277468
1053,K01822,5124667,K01822.01,,CANDIDATE,150.8779906,0.0003842,-0.0003842,2455039.693,0.00177,-0.00177,0.1303,0.2911,-0.1302,8.6405,0.0739,-0.0739,,,,650.9,9.3,-9.3,0.023496,0.000486,-0.000228,2.06381,0.12536,-0.46931,3.16,1.19,-0.65,0.5431,,,411,,,6.75,7.48,-2.94,135.42,8.2,-8.2,51.411057,75.9,1,,6192,161,-179,4.23,0.198,-0.223,-0.46,0.3,-0.3,1.23,0.467,-0.25,0.936,0.147,-0.1,,,,stellar_q1_q16,12.443,11.387,11.103,11.096,FALSE,6090.4,60,-60,4.45,0.1,-0.1,-0.199,0.04,-0.04,4.5,1,-1,6089,63,-65,4.417,0.057,-0.076,-0.19,0.043,-0.042,1.039,0.096269457,-0.067288992,1.028,0.03636913,-0.03554875,3.311311215,1.847224039,-1.927430743,9.52,0.192526403,-0.378901419,2.62,0.19,-0.22,2.669623712,0.219607516,-0.219607516,0.560075655,0.009359954,-0.009359954,4.256906551,0.725857537,-0.725857537,366.0471714,15.52917687,-15.52917687
1054,K01824,2989404,K01824.02,Kepler-323 b,CONFIRMED,1.67832545,2.01E-06,-2.01E-06,2454969.053,0.000914,-0.000914,0.0581,0.3692,-0.0581,2.3339,0.0275,-0.0275,,,,151,2.3,-2.3,0.011305,0.00023,-0.000143,1.16534,0.0055,-0.40867,1.7,1.03,-0.37,0.0288,,,1915,,,3180.75,5802.79,-1476.62,5.5776,0.0263,-0.0263,53.665714,73.6,2,,6277,150,-194,4.211,0.178,-0.312,-0.06,0.22,-0.3,1.378,0.831,-0.304,1.123,0.306,-0.145,,,,stellar_q1_q16,12.722,11.689,11.423,11.354,FALSE,5935.1,60,-60,4.336,0.1,-0.1,-0.158,0.04,-0.04,3.1,1,-1,5936,65,-66,4.351,0.077,-0.085,-0.151,0.043,-0.042,1.097,0.12297302,-0.093607498,0.99,0.038484283,-0.035114669,6.039486294,1.377740883,-1.938385022,9.781,0.089241581,-0.168099506,2.24,0.21,-0.23,1.354603411,0.135571308,-0.135571308,0.027560388,0.000453261,-0.000453261,1764.255935,362.2795198,-362.2795198,1651.596382,84.51880146,-84.51880146
1055,K01824,2989404,K01824.01,Kepler-323 c,CONFIRMED,3.553829671,4.87E-06,-4.87E-06,2454967.641,0.00109,-0.00109,0.2011,0.2531,-0.201,3.0447,0.0344,-0.0344,,,,194.1,2.9,-2.9,0.012849,0.000261,-0.000215,1.04614,0.06549,-0.39291,1.93,1.17,-0.42,0.0474,,,1493,,,1174.24,2142.23,-545.12,8.872,0.555,-0.555,56.33055,73.7,2,,6277,150,-194,4.211,0.178,-0.312,-0.06,0.22,-0.3,1.378,0.831,-0.304,1.123,0.306,-0.145,,,,stellar_q1_q16,12.722,11.689,11.423,11.354,FALSE,5935.1,60,-60,4.336,0.1,-0.1,-0.158,0.04,-0.04,3.1,1,-1,5936,65,-66,4.351,0.077,-0.085,-0.151,0.043,-0.042,1.097,0.12297302,-0.093607498,0.99,0.038484283,-0.035114669,6.039486294,1.377740883,-1.938385022,9.781,0.089241581,-0.168099506,2.24,0.21,-0.23,1.538662117,0.156490497,-0.156490497,0.045443345,0.000755739,-0.000755739,649.6179616,133.5239179,-133.5239179,1286.554038,66.42038476,-66.42038476
1056,K01825,5375194,K01825.01,Kepler-964 b,CONFIRMED,13.5225106,2.26E-05,-2.26E-05,2454975.181,0.00143,-0.00143,0.1118,0.3752,-0.1118,3.8931,0.0565,-0.0565,,,,669.7,11.4,-11.4,0.023397,0.000761,-0.000387,2.03637,0.09532,-0.72412,4.15,1.69,-1.39,0.114,,,943,,,186.72,227.16,-113,27,1.3,-1.3,45.768906,80.8,1,,5659,167,-160,4.049,0.302,-0.21,0.2,0.18,-0.26,1.626,0.658,-0.544,1.08,0.254,-0.15,,,,stellar_q1_q16,13.895,12.576,12.237,12.139,FALSE,5390.8,60,-60,4.687,0.1,-0.1,0.13,0.04,-0.04,4.5,1,-1,5384,65,-67,4.536,0.029,-0.049,0.121,0.042,-0.042,0.861,0.04446941,-0.032023872,0.926,0.030314854,-0.032741264,3.388441561,3.870777608,-2.434896658,9.53,0.330889909,-0.550658851,2.094,0.087,-0.102,2.197587617,0.183086047,-0.183086047,0.108338013,0.001809289,-0.001809289,47.79445909,8.159889966,-8.159889966,670.0510836,28.5294178,-28.5294178
1057,K01826,6468138,K01826.01,Kepler-965 b,CONFIRMED,134.2527298,0.0005661,-0.0005661,2455015.704,0.00308,-0.00308,0.2488,0.1632,-0.2487,9.105,0.0909,-0.0909,,,,847.8,16.7,-16.7,0.02683,0.0005,-0.000441,1.48335,0.13615,-0.41279,2.42,0.95,-0.18,0.4971,,,340,,,3.15,3.57,-0.74,112.2,10.3,-10.3,51.58825,60.5,1,,5973,148,-160,4.562,0.031,-0.283,-0.46,0.28,-0.28,0.826,0.324,-0.063,0.907,0.098,-0.102,,,,stellar_q1_q16,13.35,12.298,11.979,11.91,FALSE,5880.7,60,-60,4.316,0.1,-0.1,-0.048,0.04,-0.04,2.9,1,-1,5884,63,-67,4.335,0.08,-0.093,-0.04,0.044,-0.044,1.13,0.151692979,-0.102521998,1.021,0.040521308,-0.037960195,6.095368972,1.228018766,-1.843910549,9.785,0.079712029,-0.156462064,1.68,0.17,-0.2,3.309870001,0.376937869,-0.376937869,0.516856675,0.008642261,-0.008642261,5.123989113,1.182335373,-1.182335373,383.4118891,22.16308288,-22.16308288
1058,K01831,11601584,K01831.01,Kepler-324 c,CONFIRMED,51.8096695,0.0002336,-0.0002336,2455015.974,0.00324,-0.00324,0.9389,0.0208,-0.4951,7.543,0.526,-0.526,,,,1003.9,22.4,-22.4,0.037041,0.001113,-0.00708,0.08711,1.08076,-0.03391,3.25,1.02,-0.24,0.2624,,,413,,,6.89,6.6,-1.55,23.1,11.5,-11.5,47.852993,57.8,4,,5355,171,-138,4.581,0.024,-0.204,0,0.26,-0.26,0.803,0.252,-0.058,0.901,0.068,-0.092,,,,stellar_q1_q16,14.122,12.783,12.337,12.291,FALSE,5232.6,60,-60,4.468,0.1,-0.1,0.176,0.04,-0.04,2.1,1,-1,5239,64,-65,4.487,0.055,-0.051,0.167,0.042,-0.043,0.881,0.053957987,-0.045546289,0.871,0.03213186,-0.028852321,9.77237221,3.843564666,-5.187892588,9.99,0.144047529,-0.328709953,1.94,0.11,-0.12,3.550324277,0.485168023,-0.485168023,0.259888256,0.004322736,-0.004322736,7.744922145,1.327479804,-1.327479804,425.126121,18.14460677,-18.14460677
1059,K01831,11601584,K01831.02,Kepler-324 b,CONFIRMED,4.38536461,1.46E-05,-1.46E-05,2454972.225,0.00276,-0.00276,0.1365,0.3511,-0.1364,2.4987,0.081,-0.081,,,,195.9,9,-9,0.012603,0.000643,-0.000326,2.40189,0.36757,-0.84878,1.11,0.34,-0.08,0.0506,,,941,,,185.34,177.45,-41.62,13.47,2.1,-2.1,22.932573,25.4,4,,5355,171,-138,4.581,0.024,-0.204,0,0.26,-0.26,0.803,0.252,-0.058,0.901,0.068,-0.092,,,,stellar_q1_q16,14.122,12.783,12.337,12.291,FALSE,5232.6,60,-60,4.468,0.1,-0.1,0.176,0.04,-0.04,2.1,1,-1,5239,64,-65,4.487,0.055,-0.051,0.167,0.042,-0.043,0.881,0.053957987,-0.045546289,0.871,0.03213186,-0.028852321,9.77237221,3.843564666,-5.187892588,9.99,0.144047529,-0.328709953,1.94,0.11,-0.12,1.211837508,0.10745459,-0.10745459,0.050096329,0.000830559,-0.000830559,208.2240654,35.48861804,-35.48861804,968.0465833,41.07245339,-41.07245339
1060,K01831,11601584,K01831.03,,NOT DISPOSITIONED,34.2069395,0.0006869,-0.0006869,2454981.802,0.0112,-0.0112,0.1985,0.2643,-0.1984,4.487,0.413,-0.413,,,,203.8,20.3,-20.3,0.012875,0.000821,-0.000824,3.13037,0.55175,-1.70153,1.13,0.35,-0.08,0.199,,,474,,,11.98,11.48,-2.69,57.9,10.2,-10.2,11.508124,9.2,4,,5355,171,-138,4.581,0.024,-0.204,0,0.26,-0.26,0.803,0.252,-0.058,0.901,0.068,-0.092,,,,stellar_q1_q16,14.122,12.783,12.337,12.291,FALSE,5232.6,60,-60,4.468,0.1,-0.1,0.176,0.04,-0.04,2.1,1,-1,5239,64,-65,4.487,0.055,-0.051,0.167,0.042,-0.043,0.881,0.053957987,-0.045546289,0.871,0.03213186,-0.028852321,9.77237221,3.843564666,-5.187892588,9.99,0.144047529,-0.328709953,1.94,0.11,-0.12,1.235493477,0.127091563,-0.127091563,0.197046158,0.003252531,-0.003252531,13.43827638,2.289536283,-2.289536283,487.9208965,20.68809296,-20.68809296
1061,K01831,11601584,K01831.04,,CANDIDATE,13.97946561,3.98E-05,-3.98E-05,2454975.337,0.00232,-0.00232,0.3451,0.1123,-0.345,1.148,0.0837,-0.0837,,,,354.8,25.9,-25.9,0.017298,0.000801,-0.000912,68.30489,21.99864,-31.19411,1.52,0.47,-0.11,0.1096,,,639,,,39.51,37.82,-8.88,89,28.7,-28.7,13.225861,16.5,4,,5355,171,-138,4.581,0.024,-0.204,0,0.26,-0.26,0.803,0.252,-0.058,0.901,0.068,-0.092,,,,stellar_q1_q16,14.122,12.783,12.337,12.291,FALSE,5232.6,60,-60,4.468,0.1,-0.1,0.176,0.04,-0.04,2.1,1,-1,5239,64,-65,4.487,0.055,-0.051,0.167,0.042,-0.043,0.881,0.053957987,-0.045546289,0.871,0.03213186,-0.028852321,9.77237221,3.843564666,-5.187892588,9.99,0.144047529,-0.328709953,1.94,0.11,-0.12,1.660571005,0.157771502,-0.157771502,0.108486443,0.001806916,-0.001806916,44.23138449,7.616274863,-7.616274863,657.1978886,28.12516936,-28.12516936
1062,K01832,11709244,K01832.01,Kepler-325 b,CONFIRMED,4.544437773,5.00E-06,-5.00E-06,2454967.901,0.000936,-0.000936,0.0294,0.3888,-0.0294,1.7405,0.0344,-0.0344,,,,907.2,19.1,-19.1,0.027448,0.000761,-0.000318,7.88553,0.25033,-2.49828,2.94,1.11,-0.39,0.0517,,,1105,,,352.71,396.49,-114.19,20.495,0.651,-0.651,48.596348,55.3,3,,5749,166,-152,4.404,0.107,-0.25,-0.18,0.28,-0.26,0.982,0.37,-0.13,0.892,0.128,-0.072,,,,stellar_q1_q16,15.009,13.806,13.4,13.351,FALSE,5540.7,60,-60,4.735,0.1,-0.1,0.023,0.04,-0.04,2.9,1,-1,5530,66,-63,4.535,0.024,-0.043,0.019,0.042,-0.042,0.874,0.040921271,-0.031329705,0.948,0.029807408,-0.03137645,2.398832919,2.98115202,-1.657703709,9.38,0.35078106,-0.51010607,1.162,0.047,-0.053,2.619713609,0.215283759,-0.215283759,0.052783921,0.000879421,-0.000879421,231.2213724,39.17582143,-39.17582143,993.7348479,41.91307745,-41.91307745
1063,K01832,11709244,K01832.02,Kepler-325 c,CONFIRMED,12.76224947,4.45E-05,-4.45E-05,2454976.728,0.00325,-0.00325,0.9454,0.0017,-0.6651,1.997,0.108,-0.108,,,,712,31,-31,0.0311,0.001046,-0.00659,0.9454,16.72703,-0.06963,3.33,1.26,-0.44,0.1029,,,783,,,89.04,100.09,-28.83,20.12,9.9,-9.9,20.98451,24.2,3,,5749,166,-152,4.404,0.107,-0.25,-0.18,0.28,-0.26,0.982,0.37,-0.13,0.892,0.128,-0.072,,,,stellar_q1_q16,15.009,13.806,13.4,13.351,FALSE,5540.7,60,-60,4.735,0.1,-0.1,0.023,0.04,-0.04,2.9,1,-1,5530,66,-63,4.535,0.024,-0.043,0.019,0.042,-0.042,0.874,0.040921271,-0.031329705,0.948,0.029807408,-0.03137645,2.398832919,2.98115202,-1.657703709,9.38,0.35078106,-0.51010607,1.162,0.047,-0.053,2.949470706,0.431593462,-0.431593462,0.105009865,0.001764847,-0.001764847,58.49914483,10.00345737,-10.00345737,704.7756738,29.98185969,-29.98185969
1064,K01832,11709244,K01832.03,Kepler-325 d,CONFIRMED,38.7146833,0.0001793,-0.0001793,2454967.036,0.00313,-0.00313,0.5636,0.0482,-0.4278,3.466,0.111,-0.111,,,,879.5,37,-37,0.028052,0.004525,-0.001083,4.98437,4.05235,-0.21041,3.01,1.13,-0.4,0.2157,,,541,,,20.26,22.78,-6.56,73.4,29.8,-29.8,19.467672,23.2,3,,5749,166,-152,4.404,0.107,-0.25,-0.18,0.28,-0.26,0.982,0.37,-0.13,0.892,0.128,-0.072,,,,stellar_q1_q16,15.009,13.806,13.4,13.351,FALSE,5540.7,60,-60,4.735,0.1,-0.1,0.023,0.04,-0.04,2.9,1,-1,5530,66,-63,4.535,0.024,-0.043,0.019,0.042,-0.042,0.874,0.040921271,-0.031329705,0.948,0.029807408,-0.03137645,2.398832919,2.98115202,-1.657703709,9.38,0.35078106,-0.51010607,1.162,0.047,-0.053,2.667697735,0.344858384,-0.344858384,0.220148847,0.003691306,-0.003691306,13.3628543,2.281394676,-2.281394676,487.2348391,20.71046559,-20.71046559
1065,K01835,9471268,K01835.01,Kepler-326 c,CONFIRMED,4.580338622,6.73E-06,-6.73E-06,2454967.077,0.00127,-0.00127,0.0852,0.3432,-0.0851,2.1129,0.0368,-0.0368,,,,321.4,7,-7,0.016019,0.000538,-0.000228,4.25805,0.17626,-1.34435,2.79,1.96,-1.31,0.0528,,,1258,,,591.98,1381.67,-442.9,16.777,0.694,-0.694,37.15866,53.5,3,,5192,182,-148,4.004,0.511,-0.352,0.14,0.24,-0.26,1.593,1.122,-0.746,0.933,0.194,-0.096,,,,stellar_q1_q16,13.693,12.229,11.783,11.673,FALSE,5183.7,60,-60,4.669,0.1,-0.1,0.208,0.04,-0.04,4.7,1,-1,5178,65,-63,4.546,0.031,-0.05,0.193,0.042,-0.041,0.833,0.042409381,-0.030879696,0.885,0.03063152,-0.033125368,4.677351413,5.116445356,-3.265582494,9.67,0.320951088,-0.520236384,2.75,0.11,-0.14,1.456096378,0.122776565,-0.122776565,0.051835477,0.000865303,-0.000865303,167.2046478,28.94182018,-28.94182018,916.3800218,39.45475876,-39.45475876
1066,K01835,9471268,K01835.03,Kepler-326 d,CONFIRMED,6.76689811,1.63E-05,-1.63E-05,2454969.618,0.00202,-0.00202,0.1242,0.3257,-0.1241,1.6562,0.0577,-0.0577,,,,242.2,9.5,-9.5,0.013944,0.000702,-0.000244,12.80903,1.30725,-4.98143,2.43,1.7,-1.14,0.0685,,,1104,,,351.72,820.9,-263.15,31.42,3.2,-3.2,21.808292,29.4,3,,5192,182,-148,4.004,0.511,-0.352,0.14,0.24,-0.26,1.593,1.122,-0.746,0.933,0.194,-0.096,,,,stellar_q1_q16,13.693,12.229,11.783,11.673,FALSE,5183.7,60,-60,4.669,0.1,-0.1,0.208,0.04,-0.04,4.7,1,-1,5178,65,-63,4.546,0.031,-0.05,0.193,0.042,-0.041,0.833,0.042409381,-0.030879696,0.885,0.03063152,-0.033125368,4.677351413,5.116445356,-3.265582494,9.67,0.320951088,-0.520236384,2.75,0.11,-0.14,1.264916146,0.109898549,-0.109898549,0.067248704,0.001119847,-0.001119847,99.05117545,16.94672675,-16.94672675,803.94888,34.16575113,-34.16575113
1067,K01835,9471268,K01835.02,Kepler-326 b,CONFIRMED,2.248288538,2.60E-06,-2.60E-06,2454966.427,0.000977,-0.000977,0.0425,0.4148,-0.0425,1.9958,0.0295,-0.0295,,,,269.1,5,-5,0.014652,0.000463,-0.000261,2.50206,0.01466,-0.98974,2.55,1.79,-1.19,0.0329,,,1594,,,1524.71,3558.6,-1140.75,8.7441,0.0512,-0.0512,45.054012,61,3,,5192,182,-148,4.004,0.511,-0.352,0.14,0.24,-0.26,1.593,1.122,-0.746,0.933,0.194,-0.096,,,,stellar_q1_q16,13.693,12.229,11.783,11.673,FALSE,5183.7,60,-60,4.669,0.1,-0.1,0.208,0.04,-0.04,4.7,1,-1,5178,65,-63,4.546,0.031,-0.05,0.193,0.042,-0.041,0.833,0.042409381,-0.030879696,0.885,0.03063152,-0.033125368,4.677351413,5.116445356,-3.265582494,9.67,0.320951088,-0.520236384,2.75,0.11,-0.14,1.333328048,0.111439966,-0.111439966,0.032250122,0.000539285,-0.000539285,433.3563375,73.966142,-73.966142,1162.719119,49.49088786,-49.49088786
1068,K01837,10657406,K01837.01,Kepler-969 b,CONFIRMED,34.1731714,7.36E-05,-7.36E-05,2454970.791,0.00168,-0.00168,0.2011,0.2005,-0.201,4.4751,0.0567,-0.0567,,,,630.9,11.2,-11.2,0.022614,0.000462,-0.000419,3.24214,0.2916,-0.79742,2.35,1.04,-0.32,0.1943,,,522,,,17.55,23.91,-5.8,58.49,5.3,-5.3,39.89519,62.2,2,,5346,171,-139,4.403,0.129,-0.297,0.04,0.26,-0.24,0.952,0.422,-0.131,0.835,0.12,-0.062,,,,stellar_q1_q16,13.733,12.413,11.976,11.897,FALSE,5243.3,60,-60,4.632,0.1,-0.1,0.151,0.04,-0.04,2.9,1,-1,5240,67,-65,4.536,0.036,-0.056,0.141,0.042,-0.042,0.843,0.048054756,-0.033544889,0.886,0.03146424,-0.032295486,5.370317964,5.129159069,-3.591000554,9.73,0.291167668,-0.479746572,2.43,0.11,-0.13,2.076091976,0.170256724,-0.170256724,0.198090632,0.003329492,-0.003329492,12.2335358,2.078072676,-2.078072676,476.5972426,20.16763373,-20.16763373
1069,K01837,10657406,K01837.02,Kepler-969 c,CONFIRMED,1.682934604,2.93E-06,-2.93E-06,2454964.968,0.0014,-0.0014,0.4643,0.0187,-0.4448,1.8737,0.0443,-0.0443,,,,146.2,4.4,-4.4,0.011193,7.80E-05,-0.000558,1.59429,0.76905,-0.12035,1.16,0.52,-0.16,0.0261,,,1424,,,972.56,1325.24,-321.59,6.2,3,-3,30.849146,39.9,2,,5346,171,-139,4.403,0.129,-0.297,0.04,0.26,-0.24,0.952,0.422,-0.131,0.835,0.12,-0.062,,,,stellar_q1_q16,13.733,12.413,11.976,11.897,FALSE,5243.3,60,-60,4.632,0.1,-0.1,0.151,0.04,-0.04,2.9,1,-1,5240,67,-65,4.536,0.036,-0.056,0.141,0.042,-0.042,0.843,0.048054756,-0.033544889,0.886,0.03146424,-0.032295486,5.370317964,5.129159069,-3.591000554,9.73,0.291167668,-0.479746572,2.43,0.11,-0.13,1.02818223,0.087789262,-0.087789262,0.026611275,0.000439388,-0.000439388,679.739682,116.3625609,-116.3625609,1301.215363,55.61388695,-55.61388695
1070,K01839,5856571,K01839.01,Kepler-971 b,CONFIRMED,9.59070716,2.32E-05,-2.32E-05,2454965.681,0.00202,-0.00202,0.7517,0.0162,-0.5506,3.4847,0.0826,-0.0826,,,,554.8,15.1,-15.1,0.023428,0.000299,-0.002006,0.64355,1.30483,-0.03773,4.28,3.42,-2.26,0.0827,,,1086,,,329.34,886.53,-264.71,14.63,5.9,-5.9,38.330322,47.5,2,,5476,183,-172,3.904,0.622,-0.395,-0.56,0.36,-0.28,1.673,1.337,-0.883,0.819,0.245,-0.089,,,,stellar_q1_q16,13.237,11.905,11.5,11.422,FALSE,5517,60,-60,4.665,0.1,-0.1,0.166,0.04,-0.04,7.1,1,-1,5508,65,-64,4.518,0.03,-0.052,0.155,0.042,-0.043,0.899,0.050321769,-0.034975426,0.965,0.030797565,-0.032380395,2.951209227,3.371306361,-2.080991232,9.47,0.330889909,-0.530371941,2.76,0.12,-0.15,2.303730716,0.215534893,-0.215534893,0.087352826,0.00146978,-0.00146978,88.51149351,14.93867153,-14.93867153,781.6519997,32.86567951,-32.86567951
1071,K01839,5856571,K01839.02,,CANDIDATE,80.4112953,0.0005022,-0.0005022,2455004.29,0.0047,-0.0047,0.1907,0.2878,-0.1907,3.185,0.169,-0.169,,,,674.9,46.4,-46.4,0.02368,0.001309,-0.000936,21.34853,4.29148,-9.08664,4.33,3.45,-2.29,0.3412,,,535,,,19.35,52.08,-15.55,194,39,-39,,19.4,2,,5476,183,-172,3.904,0.622,-0.395,-0.56,0.36,-0.28,1.673,1.337,-0.883,0.819,0.245,-0.089,,,,stellar_q1_q16,13.237,11.905,11.5,11.422,FALSE,5517,60,-60,4.665,0.1,-0.1,0.166,0.04,-0.04,7.1,1,-1,5508,65,-64,4.518,0.03,-0.052,0.155,0.042,-0.043,0.899,0.050321769,-0.034975426,0.965,0.030797565,-0.032380395,2.951209227,3.371306361,-2.080991232,9.47,0.330889909,-0.530371941,2.76,0.12,-0.15,2.323244924,0.21775108,-0.21775108,0.360448079,0.006104899,-0.006104899,5.171166658,0.886536325,-0.886536325,384.2913949,16.44590919,-16.44590919
1072,K01841,11760231,K01841.01,Kepler-973 b,CONFIRMED,49.6077331,0.0001208,-0.0001208,2454971.414,0.00191,-0.00191,0.0037,0.4305,-0.0037,2.8424,0.0691,-0.0691,,,,643.8,19.4,-19.4,0.022756,0.000778,-0.000531,19.4925,1.37581,-6.03414,1.84,0.91,-0.18,0.2351,,,406,,,6.42,9.64,-1.74,136.37,9.6,-9.6,38.194912,32.3,1,,5180,159,-131,4.544,0.07,-0.702,-0.4,0.36,-0.26,0.742,0.363,-0.075,0.702,0.154,-0.046,,,,stellar_q1_q16,13.218,11.845,11.43,11.303,FALSE,5180.9,60,-60,4.592,0.1,-0.1,0.044,0.04,-0.04,2,1,-1,5179,65,-64,4.542,0.039,-0.051,0.042,0.041,-0.042,0.819,0.04230017,-0.032439242,0.85,0.032756679,-0.031906112,6.760829754,5.305071252,-4.4680479,9.83,0.251559758,-0.469637264,3.31,0.15,-0.17,2.031633336,0.172102179,-0.172102179,0.250430198,0.004136409,-0.004136409,6.898750973,1.176180247,-1.176180247,413.0057929,17.58480209,-17.58480209
